frame,joint_name,x,y
45,37,Right Knee,535,346
45,38,Head,367,234
45,38,Left Shoulder,254,237
45,38,Right Shoulder,514,238
45,38,Left Hip,410,241
45,38,Right Hip,517,241
45,38,Left Knee,312,305
45,38,Right Knee,535,346
45,39,Head,256,236
45,39,Left Knee,254,238
45,39,Right Knee,535,346
45,40,Head,513,239
45,40,Left Shoulder,410,240
45,40,Right Shoulder,517,240
45,40,Left Hip,410,241
45,40,Right Hip,517,241
45,40,Left Knee,312,305
45,40,Right Knee,535,346
45,41,Head,490,245
45,41,Left Shoulder,364,255
45,41,Right Shoulder,523,253
45,41,Left Hip,357,265
45,41,Right Hip,519,265
45,41,Left Knee,312,305
45,41,Right Knee,535,346
45,42,Head,377,246
45,42,Left Shoulder,367,250
45,42,Right Shoulder,521,249
45,42,Left Hip,367,253
45,42,Right Hip,523,253
45,42,Left Knee,312,305
45,42,Right Knee,535,346
45,43,Head,501,246
45,43,Left Knee,312,305
45,43,Right Knee,535,346
45,44,Head,406,247
45,44,Left Knee,312,305
45,44,Right Knee,535,346
45,45,Head,367,253
45,45,Left Shoulder,365,254
45,45,Right Shoulder,523,254
45,45,Left Knee,312,305
45,45,Right Knee,535,346
45,46,Head,436,254
45,46,Left Knee,312,305
45,46,Right Knee,535,346
45,47,Head,444,258
45,47,Left Knee,312,305
45,47,Right Knee,535,346
45,48,Head,407,263
45,48,Left Shoulder,357,266
45,48,Right Shoulder,519,266
45,48,Left Hip,360,270
45,48,Right Hip,526,270
45,48,Left Knee,312,305
45,48,Right Knee,535,346
45,49,Head,450,264
45,49,Left Knee,312,305
45,49,Right Knee,535,346
45,50,Head,374,265
45,50,Left Shoulder,360,270
45,50,Right Shoulder,526,270
45,50,Left Hip,361,278
45,50,Right Hip,518,276
45,50,Left Knee,312,305
45,50,Right Knee,535,346
45,51,Head,360,266
45,51,Left Hip,360,269
45,51,Right Hip,519,269
45,51,Left Knee,312,305
45,51,Right Knee,535,346
45,52,Head,517,266
45,52,Left Shoulder,361,278
45,52,Right Shoulder,518,274
45,52,Left Hip,314,289
45,52,Right Hip,468,285
45,52,Left Knee,312,305
45,52,Right Knee,535,346
45,53,Head,431,269
45,53,Left Shoulder,360,270
45,53,Right Shoulder,526,270
45,53,Left Hip,371,271
45,53,Right Hip,526,271
45,53,Left Knee,312,305
45,53,Right Knee,535,346
45,54,Head,405,273
45,54,Left Shoulder,370,274
45,54,Right Shoulder,518,274
45,54,Left Hip,407,275
45,54,Right Hip,518,275
45,54,Left Knee,312,305
45,54,Right Knee,535,346
45,55,Head,453,273
45,55,Left Knee,312,305
45,55,Right Knee,535,346
45,56,Head,435,276
45,56,Left Knee,312,305
45,56,Right Knee,535,346
45,57,Head,428,280
45,57,Left Shoulder,356,283
45,57,Right Shoulder,470,283
45,57,Left Hip,314,289
45,57,Right Hip,420,289
45,57,Left Knee,312,305
45,57,Right Knee,535,346
45,58,Head,360,281
45,58,Left Shoulder,356,283
45,58,Right Shoulder,470,283
45,58,Left Hip,356,285
45,58,Right Hip,468,285
45,58,Left Knee,312,305
45,58,Right Knee,535,346
45,59,Head,418,289
45,59,Left Knee,312,305
45,59,Right Knee,535,346
45,60,Head,314,292
45,60,Left Knee,312,305
45,60,Right Knee,535,346
45,61,Head,373,293
45,61,Left Shoulder,374,296
45,61,Right Shoulder,519,296
45,61,Left Hip,380,299
45,61,Right Hip,518,299
45,61,Left Knee,312,305
45,61,Right Knee,535,346
45,62,Head,424,294
45,62,Left Knee,312,305
45,62,Right Knee,535,346
45,63,Head,467,300
45,63,Left Shoulder,435,302
45,63,Right Shoulder,510,302
45,63,Left Hip,312,305
45,63,Right Hip,472,305
45,63,Left Knee,312,306
45,63,Right Knee,535,346
45,64,Head,315,307
45,64,Left Shoulder,312,308
45,64,Right Shoulder,475,308
45,64,Left Knee,315,310
45,64,Right Knee,535,346
45,65,Head,350,307
45,65,Left Shoulder,315,310
45,65,Right Shoulder,480,310
45,65,Left Hip,359,314
45,65,Right Hip,531,314
45,65,Left Knee,338,325
45,65,Right Knee,535,346
45,66,Head,478,311
45,66,Left Knee,338,325
45,66,Right Knee,535,346
45,67,Head,379,312
45,67,Left Knee,338,325
45,67,Right Knee,535,346
45,68,Head,529,314
45,68,Left Knee,338,325
45,68,Right Knee,535,346
45,69,Head,462,316
45,69,Left Shoulder,448,317
45,69,Right Shoulder,521,317
45,69,Left Hip,447,318
45,69,Right Hip,521,318
45,69,Left Knee,338,325
45,69,Right Knee,535,346
45,70,Head,454,317
45,70,Left Shoulder,446,319
45,70,Right Shoulder,522,320
45,70,Left Hip,454,322
45,70,Right Hip,522,322
45,70,Left Knee,338,325
45,70,Right Knee,535,346
45,71,Head,516,317
45,71,Left Shoulder,446,320
45,71,Right Shoulder,522,320
45,71,Left Hip,338,325
45,71,Right Hip,522,324
45,71,Left Knee,338,327
45,71,Right Knee,535,346
45,72,Head,466,324
45,72,Left Hip,338,327
45,72,Right Hip,522,327
45,72,Left Knee,338,328
45,72,Right Knee,535,346
45,73,Head,339,327
45,73,Left Shoulder,338,330
45,73,Right Shoulder,521,330
45,73,Left Hip,340,333
45,73,Right Hip,342,333
45,73,Left Knee,340,335
45,73,Right Knee,535,346
45,74,Head,378,327
45,74,Left Knee,338,329
45,74,Right Knee,535,346
45,75,Head,361,328
45,75,Left Knee,338,330
45,75,Right Knee,535,346
45,76,Head,373,330
45,76,Left Knee,340,332
45,76,Right Knee,535,346
45,77,Head,358,340
45,77,Left Knee,347,344
45,77,Right Knee,535,346
45,78,Head,372,342
45,78,Left Shoulder,347,345
45,78,Right Shoulder,535,346
45,78,Left Hip,367,349
45,78,Right Hip,535,349
45,78,Left Knee,358,352
45,78,Right Knee,370,351
45,79,Head,351,343
45,79,Left Shoulder,347,345
45,79,Right Shoulder,535,346
45,79,Left Hip,367,348
45,79,Right Hip,535,348
45,79,Left Knee,358,352
45,79,Right Knee,535,349
45,80,Head,506,347
45,80,Left Knee,358,352
45,80,Right Knee,535,349
45,81,Head,533,348
45,81,Left Knee,358,352
45,81,Right Knee,535,350
45,82,Head,360,353
45,82,Left Knee,359,355
45,82,Right Knee,362,355
46,1,Head,444,92
46,1,Left Shoulder,427,104
46,1,Right Shoulder,478,101
46,1,Left Hip,420,118
46,1,Right Hip,491,114
46,1,Left Knee,77,201
46,1,Right Knee,560,348
46,2,Head,460,126
46,2,Left Shoulder,294,190
46,2,Right Shoulder,501,185
46,2,Left Hip,270,213
46,2,Right Hip,542,240
46,2,Left Knee,311,300
46,2,Right Knee,560,348
46,3,Head,482,130
46,3,Left Knee,77,201
46,3,Right Knee,560,348
46,4,Head,438,141
46,4,Left Knee,77,201
46,4,Right Knee,560,348
46,5,Head,493,166
46,5,Left Shoulder,399,168
46,5,Right Shoulder,495,168
46,5,Left Hip,374,170
46,5,Right Hip,497,170
46,5,Left Knee,77,201
46,5,Right Knee,560,348
46,6,Head,355,179
46,6,Left Hip,313,182
46,6,Right Hip,468,182
46,6,Left Knee,77,201
46,6,Right Knee,560,348
46,7,Head,338,181
46,7,Left Shoulder,313,183
46,7,Right Shoulder,468,183
46,7,Left Hip,313,185
46,7,Right Hip,501,185
46,7,Left Knee,77,201
46,7,Right Knee,560,348
46,8,Head,351,191
46,8,Left Shoulder,294,192
46,8,Right Shoulder,487,192
46,8,Left Knee,77,201
46,8,Right Knee,560,348
46,9,Head,485,194
46,9,Left Knee,77,201
46,9,Right Knee,560,348
46,10,Head,80,202
46,10,Left Shoulder,77,204
46,10,Right Shoulder,515,204
46,10,Left Hip,78,207
46,10,Right Hip,515,207
46,10,Left Knee,77,208
46,10,Right Knee,560,348
46,11,Head,361,202
46,11,Left Shoulder,77,204
46,11,Right Shoulder,515,204
46,11,Left Hip,78,207
46,11,Right Hip,515,207
46,11,Left Knee,77,208
46,11,Right Knee,560,348
46,12,Head,107,203
46,12,Left Knee,77,205
46,12,Right Knee,560,348
46,13,Head,175,206
46,13,Left Shoulder,78,207
46,13,Right Shoulder,515,207
46,13,Left Hip,77,208
46,13,Right Hip,502,208
46,13,Left Knee,77,210
46,13,Right Knee,560,348
46,14,Head,407,206
46,14,Left Shoulder,78,207
46,14,Right Shoulder,515,207
46,14,Left Hip,77,208
46,14,Right Hip,502,208
46,14,Left Knee,77,210
46,14,Right Knee,560,348
46,15,Head,223,208
46,15,Left Knee,77,210
46,15,Right Knee,560,348
46,16,Head,254,210
46,16,Left Knee,252,212
46,16,Right Knee,560,348
46,17,Head,432,221
46,17,Left Shoulder,288,222
46,17,Right Shoulder,523,222
46,17,Left Hip,288,223
46,17,Right Hip,524,223
46,17,Left Knee,277,227
46,17,Right Knee,560,348
46,18,Head,527,230
46,18,Left Shoulder,370,265
46,18,Right Shoulder,547,267
46,18,Left Hip,313,299
46,18,Right Hip,544,283
46,18,Left Knee,338,312
46,18,Right Knee,560,348
46,19,Head,453,240
46,19,Left Knee,311,300
46,19,Right Knee,560,348
46,20,Head,419,260
46,20,Left Shoulder,368,272
46,20,Right Shoulder,547,270
46,20,Left Hip,361,290
46,20,Right Hip,544,283
46,20,Left Knee,311,300
46,20,Right Knee,560,348
46,21,Head,528,262
46,21,Left Knee,311,300
46,21,Right Knee,560,348
46,22,Head,458,284
46,22,Left Knee,311,300
46,22,Right Knee,560,348
46,23,Head,458,293
46,23,Left Shoulder,367,307
46,23,Right Shoulder,549,303
46,23,Left Hip,338,312
46,23,Right Hip,542,316
46,23,Left Knee,367,342
46,23,Right Knee,560,348
46,24,Head,310,298
46,24,Left Shoulder,313,299
46,24,Right Shoulder,541,299
46,24,Left Hip,311,300
46,24,Right Hip,539,300
46,24,Left Knee,338,312
46,24,Right Knee,560,348
46,25,Head,374,302
46,25,Left Knee,338,312
46,25,Right Knee,560,348
46,26,Head,394,304
46,26,Left Shoulder,342,309
46,26,Right Shoulder,516,308
46,26,Left Hip,338,312
46,26,Right Hip,532,312
46,26,Left Knee,367,342
46,26,Right Knee,560,348
46,27,Head,547,305
46,27,Left Shoulder,385,306
46,27,Right Shoulder,549,306
46,27,Left Hip,367,307
46,27,Right Hip,549,307
46,27,Left Knee,338,312
46,27,Right Knee,560,348
46,28,Head,509,309
46,28,Left Shoulder,342,310
46,28,Right Shoulder,511,310
46,28,Left Hip,340,311
46,28,Right Hip,532,311
46,28,Left Knee,338,312
46,28,Right Knee,560,348
46,29,Head,369,310
46,29,Left Knee,338,312
46,29,Right Knee,560,348
46,30,Head,340,311
46,30,Left Knee,338,313
46,30,Right Knee,560,348
46,31,Head,490,313
46,31,Left Shoulder,340,314
46,31,Right Shoulder,532,314
46,31,Left Hip,383,315
46,31,Right Hip,532,315
46,31,Left Knee,367,342
46,31,Right Knee,560,348
46,32,Head,440,317
46,32,Left Knee,367,342
46,32,Right Knee,560,348
46,33,Head,368,342
46,33,Left Knee,367,344
46,33,Right Knee,560,348
46,34,Head,548,346
46,34,Left Shoulder,525,347
46,34,Right Shoulder,558,347
46,34,Left Knee,439,403
46,34,Right Knee,560,350
46,35,Head,527,347
46,35,Left Shoulder,524,349
46,35,Right Shoulder,559,349
46,35,Left Hip,519,351
46,35,Right Hip,560,351
46,35,Left Knee,439,403
46,35,Right Knee,560,352
46,36,Head,558,350
46,36,Left Knee,439,403
46,36,Right Knee,560,352
46,37,Head,442,405
46,37,Left Knee,439,407
46,37,Right Knee,444,407
47,1,Head,481,92
47,1,Left Shoulder,446,114
47,1,Right Shoulder,519,117
47,1,Left Hip,451,141
47,1,Right Hip,506,131
47,1,Left Knee,63,201
47,1,Right Knee,578,349
47,2,Head,518,158
47,2,Left Shoulder,423,167
47,2,Right Shoulder,521,164
47,2,Left Hip,361,177
47,2,Right Hip,529,175
47,2,Left Knee,63,201
47,2,Right Knee,578,349
47,3,Head,453,164
47,3,Left Shoulder,326,192
47,3,Right Shoulder,538,192
47,3,Left Hip,63,201
47,3,Right Hip,540,202
47,3,Left Knee,304,228
47,3,Right Knee,578,349
47,4,Head,508,172
47,4,Left Shoulder,63,201
47,4,Right Shoulder,548,227
47,4,Left Hip,386,259
47,4,Right Hip,568,262
47,4,Left Knee,350,323
47,4,Right Knee,578,349
47,5,Head,428,181
47,5,Left Shoulder,66,199
47,5,Right Shoulder,538,192
47,5,Left Hip,120,205
47,5,Right Hip,540,205
47,5,Left Knee,304,228
47,5,Right Knee,578,349
47,6,Head,329,191
47,6,Left Knee,63,201
47,6,Right Knee,578,349
47,7,Head,66,201
47,7,Left Knee,63,203
47,7,Right Knee,578,349
47,8,Head,99,202
47,8,Left Shoulder,63,203
47,8,Right Shoulder,540,203
47,8,Left Hip,64,204
47,8,Right Hip,540,204
47,8,Left Knee,120,205
47,8,Right Knee,578,349
47,9,Head,123,203
47,9,Left Knee,120,205
47,9,Right Knee,578,349
47,10,Head,154,204
47,10,Left Knee,151,206
47,10,Right Knee,578,349
47,11,Head,164,205
47,11,Left Knee,163,207
47,11,Right Knee,578,349
47,12,Head,174,205
47,12,Left Knee,163,207
47,12,Right Knee,578,349
47,13,Head,185,206
47,13,Left Knee,200,208
47,13,Right Knee,578,349
47,14,Head,198,206
47,14,Left Knee,200,208
47,14,Right Knee,578,349
47,15,Head,215,206
47,15,Left Shoulder,163,207
47,15,Right Shoulder,540,207
47,15,Left Hip,200,208
47,15,Right Hip,540,208
47,15,Left Knee,212,209
47,15,Right Knee,578,349
47,16,Head,233,207
47,16,Left Knee,212,209
47,16,Right Knee,578,349
47,17,Head,242,207
47,17,Left Shoulder,200,208
47,17,Right Shoulder,540,208
47,17,Left Hip,212,209
47,17,Right Hip,536,209
47,17,Left Knee,244,210
47,17,Right Knee,578,349
47,18,Head,266,208
47,18,Left Knee,244,210
47,18,Right Knee,578,349
47,19,Head,281,209
47,19,Left Knee,280,211
47,19,Right Knee,578,349
47,20,Head,293,209
47,20,Left Knee,280,211
47,20,Right Knee,578,349
47,21,Head,350,211
47,21,Left Knee,304,228
47,21,Right Knee,578,349
47,22,Head,341,213
47,22,Left Knee,304,228
47,22,Right Knee,578,349
47,23,Head,346,216
47,23,Left Knee,304,228
47,23,Right Knee,578,349
47,24,Head,335,220
47,24,Left Knee,304,228
47,24,Right Knee,578,349
47,25,Head,513,228
47,25,Left Shoulder,381,269
47,25,Right Shoulder,568,262
47,25,Left Hip,366,297
47,25,Right Hip,569,280
47,25,Left Knee,350,323
47,25,Right Knee,578,349
47,26,Head,324,233
47,26,Left Knee,314,235
47,26,Right Knee,578,349
47,27,Head,461,269
47,27,Left Knee,350,323
47,27,Right Knee,578,349
47,28,Head,427,275
47,28,Left Knee,350,323
47,28,Right Knee,578,349
47,29,Head,412,280
47,29,Left Knee,350,323
47,29,Right Knee,578,349
47,30,Head,402,294
47,30,Left Shoulder,362,305
47,30,Right Shoulder,573,301
47,30,Left Hip,364,314
47,30,Right Hip,575,316
47,30,Left Knee,350,323
47,30,Right Knee,578,349
47,31,Head,571,302
47,31,Left Knee,350,323
47,31,Right Knee,578,349
47,32,Head,557,304
47,32,Left Shoulder,362,308
47,32,Right Shoulder,567,309
47,32,Left Hip,364,314
47,32,Right Hip,568,313
47,32,Left Knee,350,323
47,32,Right Knee,578,349
47,33,Head,364,307
47,33,Left Knee,350,323
47,33,Right Knee,578,349
47,34,Head,367,315
47,34,Left Knee,350,323
47,34,Right Knee,578,349
47,35,Head,353,323
47,35,Left Shoulder,350,324
47,35,Right Shoulder,510,324
47,35,Left Hip,350,325
47,35,Right Hip,510,325
47,35,Left Knee,371,332
47,35,Right Knee,578,349
47,36,Head,469,326
47,36,Left Shoulder,391,327
47,36,Right Shoulder,564,327
47,36,Left Hip,467,328
47,36,Right Hip,564,328
47,36,Left Knee,371,332
47,36,Right Knee,578,349
47,37,Head,374,333
47,37,Left Shoulder,372,334
47,37,Right Shoulder,377,334
47,37,Left Knee,373,336
47,37,Right Knee,578,349
47,38,Head,566,338
47,38,Left Shoulder,565,340
47,38,Right Shoulder,568,340
47,38,Left Hip,541,342
47,38,Right Hip,568,342
47,38,Left Knee,386,393
47,38,Right Knee,578,349
47,39,Head,540,343
47,39,Left Shoulder,528,346
47,39,Right Shoulder,577,348
47,39,Left Hip,525,352
47,39,Right Hip,577,350
47,39,Left Knee,386,393
47,39,Right Knee,573,353
47,40,Head,581,346
47,40,Left Shoulder,528,347
47,40,Right Shoulder,576,347
47,40,Left Hip,529,348
47,40,Right Hip,577,348
47,40,Left Knee,386,393
47,40,Right Knee,578,349
47,41,Head,389,395
47,41,Left Knee,386,397
47,41,Right Knee,391,397
48,1,Head,505,93
48,1,Left Shoulder,473,113
48,1,Right Shoulder,544,114
48,1,Left Hip,493,159
48,1,Right Hip,552,161
48,1,Left Knee,70,201
48,1,Right Knee,591,314
48,2,Head,487,97
48,2,Left Shoulder,473,112
48,2,Right Shoulder,544,114
48,2,Left Hip,475,125
48,2,Right Hip,533,121
48,2,Left Knee,70,201
48,2,Right Knee,591,314
48,3,Head,453,169
48,3,Left Shoulder,70,202
48,3,Right Shoulder,573,227
48,3,Left Hip,386,282
48,3,Right Hip,588,268
48,3,Left Knee,362,311
48,3,Right Knee,591,314
48,4,Head,468,169
48,4,Left Knee,70,201
48,4,Right Knee,591,314
48,5,Head,73,201
48,5,Left Knee,70,203
48,5,Right Knee,591,314
48,6,Head,99,202
48,6,Left Shoulder,70,203
48,6,Right Shoulder,562,203
48,6,Left Hip,96,204
48,6,Right Hip,562,204
48,6,Left Knee,76,206
48,6,Right Knee,591,314
48,7,Head,154,204
48,7,Left Knee,76,206
48,7,Right Knee,591,314
48,8,Head,164,205
48,8,Left Knee,76,208
48,8,Right Knee,591,314
48,9,Head,174,205
48,9,Left Knee,76,208
48,9,Right Knee,591,314
48,10,Head,184,205
48,10,Left Shoulder,76,206
48,10,Right Shoulder,562,206
48,10,Left Hip,78,207
48,10,Right Hip,562,207
48,10,Left Knee,76,208
48,10,Right Knee,591,314
48,11,Head,79,208
48,11,Left Knee,76,210
48,11,Right Knee,591,314
48,12,Head,259,208
48,12,Left Knee,76,210
48,12,Right Knee,591,314
48,13,Head,269,208
48,13,Left Knee,76,210
48,13,Right Knee,591,314
48,14,Head,285,208
48,14,Left Knee,76,210
48,14,Right Knee,591,314
48,15,Head,571,230
48,15,Left Shoulder,346,231
48,15,Right Shoulder,573,231
48,15,Left Hip,345,232
48,15,Right Hip,573,232
48,15,Left Knee,338,236
48,15,Right Knee,591,314
48,16,Head,413,232
48,16,Left Knee,338,236
48,16,Right Knee,591,314
48,17,Head,484,244
48,17,Left Shoulder,425,245
48,17,Right Shoulder,507,245
48,17,Left Hip,422,246
48,17,Right Hip,563,246
48,17,Left Knee,362,311
48,17,Right Knee,591,314
48,18,Head,495,261
48,18,Left Knee,362,311
48,18,Right Knee,591,314
48,19,Head,565,310
48,19,Left Knee,362,312
48,19,Right Knee,591,314
48,20,Head,580,311
48,20,Left Shoulder,372,316
48,20,Right Shoulder,591,316
48,20,Left Hip,381,323
48,20,Right Hip,576,323
48,20,Left Knee,370,331
48,20,Right Knee,591,352
48,21,Head,374,333
48,21,Left Shoulder,371,334
48,21,Right Shoulder,376,334
48,21,Left Hip,370,335
48,21,Right Hip,582,335
48,21,Left Knee,371,336
48,21,Right Knee,591,352
48,22,Head,570,335
48,22,Left Shoulder,403,340
48,22,Right Shoulder,584,340
48,22,Left Hip,512,347
48,22,Right Hip,589,347
48,22,Left Knee,386,396
48,22,Right Knee,591,352
48,23,Head,551,338
48,23,Left Shoulder,404,339
48,23,Right Shoulder,584,339
48,23,Left Knee,386,396
48,23,Right Knee,591,352
48,24,Head,405,341
48,24,Left Knee,386,396
48,24,Right Knee,591,352
48,25,Head,558,347
48,25,Left Shoulder,512,349
48,25,Right Shoulder,589,349
48,25,Left Hip,543,353
48,25,Right Hip,591,352
48,25,Left Knee,386,396
48,25,Right Knee,591,354
48,26,Head,534,348
48,26,Left Hip,513,351
48,26,Right Hip,590,351
48,26,Left Knee,386,396
48,26,Right Knee,591,352
48,27,Head,514,349
48,27,Left Knee,386,396
48,27,Right Knee,591,352
48,28,Head,572,352
48,28,Left Shoulder,543,353
48,28,Right Shoulder,591,353
48,28,Left Hip,543,354
48,28,Right Hip,591,354
48,28,Left Knee,386,396
48,28,Right Knee,549,355
48,29,Head,389,395
48,29,Left Knee,386,397
48,29,Right Knee,391,397
49,1,Head,531,93
49,1,Left Knee,70,202
49,1,Right Knee,833,208
49,2,Head,539,95
49,2,Left Shoulder,512,100
49,2,Right Shoulder,562,100
49,2,Left Hip,527,103
49,2,Right Hip,563,102
49,2,Left Knee,70,202
49,2,Right Knee,833,208
49,3,Head,514,98
49,3,Left Shoulder,480,175
49,3,Right Shoulder,581,174
49,3,Left Hip,70,202
49,3,Right Hip,833,208
49,3,Left Knee,342,333
49,3,Right Knee,743,375
49,4,Head,561,102
49,4,Left Shoulder,527,103
49,4,Right Shoulder,563,103
49,4,Left Hip,527,104
49,4,Right Hip,563,104
49,4,Left Knee,70,202
49,4,Right Knee,833,208
49,5,Head,554,108
49,5,Left Shoulder,429,117
49,5,Right Shoulder,564,114
49,5,Left Hip,498,124
49,5,Right Hip,561,125
49,5,Left Knee,70,202
49,5,Right Knee,833,208
49,6,Head,431,115
49,6,Left Knee,70,202
49,6,Right Knee,833,208
49,7,Head,579,175
49,7,Left Shoulder,427,179
49,7,Right Shoulder,580,180
49,7,Left Hip,412,184
49,7,Right Hip,575,183
49,7,Left Knee,70,202
49,7,Right Knee,833,208
49,8,Head,431,193
49,8,Left Shoulder,416,194
49,8,Right Shoulder,559,194
49,8,Left Hip,400,195
49,8,Right Hip,581,195
49,8,Left Knee,70,202
49,8,Right Knee,833,208
49,9,Head,827,193
49,9,Left Knee,70,202
49,9,Right Knee,833,208
49,10,Head,73,201
49,10,Left Knee,70,203
49,10,Right Knee,833,208
49,11,Head,96,202
49,11,Left Knee,94,204
49,11,Right Knee,833,208
49,12,Head,154,204
49,12,Left Knee,151,206
49,12,Right Knee,833,208
49,13,Head,164,205
49,13,Left Knee,161,207
49,13,Right Knee,833,208
49,14,Head,183,205
49,14,Left Shoulder,151,206
49,14,Right Shoulder,587,206
49,14,Left Hip,161,207
49,14,Right Hip,564,207
49,14,Left Knee,184,208
49,14,Right Knee,833,208
49,15,Head,198,206
49,15,Left Knee,184,208
49,15,Right Knee,833,208
49,16,Head,233,207
49,16,Left Knee,231,209
49,16,Right Knee,833,209
49,17,Head,248,208
49,17,Left Knee,245,210
49,17,Right Knee,833,210
49,18,Head,268,209
49,18,Left Knee,265,211
49,18,Right Knee,833,211
49,19,Head,289,209
49,19,Left Knee,265,211
49,19,Right Knee,833,211
49,20,Head,324,210
49,20,Left Knee,322,212
49,20,Right Knee,833,212
49,21,Head,831,210
49,21,Left Knee,322,212
49,21,Right Knee,833,212
49,22,Head,344,211
49,22,Left Knee,342,213
49,22,Right Knee,743,375
49,23,Head,557,216
49,23,Left Knee,342,333
49,23,Right Knee,743,375
49,24,Head,556,229
49,24,Left Knee,342,333
49,24,Right Knee,743,375
49,25,Head,413,232
49,25,Left Knee,342,333
49,25,Right Knee,743,375
49,26,Head,590,234
49,26,Left Shoulder,363,236
49,26,Right Shoulder,594,237
49,26,Left Hip,368,239
49,26,Right Hip,595,239
49,26,Left Knee,342,333
49,26,Right Knee,743,375
49,27,Head,475,237
49,27,Left Shoulder,402,274
49,27,Right Shoulder,602,274
49,27,Left Hip,398,297
49,27,Right Hip,602,286
49,27,Left Knee,342,333
49,27,Right Knee,743,375
49,28,Head,552,246
49,28,Left Knee,342,333
49,28,Right Knee,743,375
49,29,Head,423,249
49,29,Left Shoulder,422,250
49,29,Right Shoulder,600,250
49,29,Left Hip,420,251
49,29,Right Hip,600,251
49,29,Left Knee,342,333
49,29,Right Knee,743,375
49,30,Head,501,256
49,30,Left Shoulder,419,257
49,30,Right Shoulder,584,257
49,30,Left Hip,419,258
49,30,Right Hip,599,258
49,30,Left Knee,342,333
49,30,Right Knee,743,375
49,31,Head,404,274
49,31,Left Knee,342,333
49,31,Right Knee,743,375
49,32,Head,594,298
49,32,Left Shoulder,443,299
49,32,Right Shoulder,537,299
49,32,Left Knee,342,333
49,32,Right Knee,743,375
49,33,Head,580,305
49,33,Left Knee,342,333
49,33,Right Knee,743,375
49,34,Head,589,308
